CustomerID,Recency,Frequency,Monetary,Monetary_log,Frequency_log,Cluster
12409,79,3,11072.67,9.312325497408466,1.3862943611198906,1
12410,309,2,693.3299999999999,6.542947351813216,1.0986122886681098,2
12412,75,3,1226.88,7.1130443840624835,1.3862943611198906,0
12413,67,3,758.1,6.632133521022722,1.3862943611198906,0
12414,217,3,562.41,6.334007604663525,1.3862943611198906,2
12415,24,21,124914.53,11.735393027855736,3.091042453358316,1
12417,3,9,3649.1,8.202509843461513,2.302585092994046,1
12418,113,1,668.58,6.506650650150935,0.6931471805599453,0
12420,64,1,600.39,6.3992436425478765,0.6931471805599453,0
12421,16,4,807.04,6.694611562246261,1.6094379124341003,0
12422,96,3,803.5600000000001,6.690295544136225,1.3862943611198906,0
12423,1,8,1859.31,7.528498419486568,2.1972245773362196,1
12424,163,2,1760.96,7.474182104762846,1.0986122886681098,0
12425,78,1,777.2,6.6569835605504535,0.6931471805599453,0
12426,195,1,582.73,6.369438547154207,0.6931471805599453,2
12427,22,3,825.8,6.717562827807613,1.3862943611198906,0
12428,26,9,7956.46,8.981865132439246,2.302585092994046,1
12429,9,4,3750.4,8.22988438262624,1.6094379124341003,1
12430,43,1,256.4,5.5506312951620265,0.6931471805599453,0
12431,36,15,6487.45,8.777778952206313,2.772588722239781,1
12432,43,5,5059.32,8.529185001388596,1.791759469228055,1
12433,1,7,13375.87,9.50128237507538,2.0794415416798357,1
12434,85,2,806.14,6.6934971352559,1.0986122886681098,0
12435,80,2,7829.89,8.965831447914955,1.0986122886681098,1
12436,100,1,509.01,6.234430333369278,0.6931471805599453,0
12437,2,18,4951.41,8.507629605767502,2.9444389791664403,1
12438,14,2,2906.85,7.9751692554798295,1.0986122886681098,0
12441,367,1,173.55,5.162211233551045,0.6931471805599453,2
12442,3,1,172.06,5.153638355178593,0.6931471805599453,0
12444,21,5,5005.46,8.518484357502437,1.791759469228055,1
12445,22,1,133.4,4.900820428089049,0.6931471805599453,0
12446,58,1,1002.3100000000001,6.9110598129904375,0.6931471805599453,0
12447,243,1,476.49,6.168543217293113,0.6931471805599453,2
12448,44,1,449.45,6.110247083097449,0.6931471805599453,0
12449,22,4,4067.29,8.310978042729836,1.6094379124341003,1
12450,156,2,197.88,5.292701627762401,1.0986122886681098,2
12451,11,5,9035.52,9.109029423519523,1.791759469228055,1
12452,17,2,430.57,6.067429722163682,1.0986122886681098,0
12453,134,1,707.09,6.562571204258897,0.6931471805599453,0
12454,56,1,3528.34,8.168866163607964,0.6931471805599453,0
12455,73,6,2466.86,7.81110665732229,1.9459101490553132,1
12456,44,3,3181.04,8.065277779528966,1.3862943611198906,1
12457,66,7,2363.23,7.768207666517555,2.0794415416798357,1
12458,71,2,947.4,6.854776354191251,1.0986122886681098,0
12461,94,2,826.88,6.718868216346018,1.0986122886681098,0
12462,19,2,1189.59,7.082204261557526,1.0986122886681098,0
12463,53,4,1344.78,7.204729049594601,1.6094379124341003,1
12464,10,8,1212.05,7.100893128209941,2.1972245773362196,1
12465,17,2,742.1899999999999,6.610951732080795,1.0986122886681098,0
12468,188,2,729.5400000000001,6.593783986707386,1.0986122886681098,2
12471,2,30,19824.05,9.894701568567964,3.4339872044851463,1
12472,32,7,6572.11,8.790742363252102,2.0794415416798357,1
12473,29,5,3938.5499999999997,8.278821782571185,1.791759469228055,1
12474,17,18,7375.79,8.906093863622669,2.9444389791664403,1
12475,54,1,723.38,6.585316116572351,0.6931471805599453,0
12476,16,11,6816.42,8.82723638014411,2.4849066497880004,1
12477,23,6,13219.74,9.489542087633343,1.9459101490553132,1
12478,4,1,680.99,6.525014994979364,0.6931471805599453,0
12479,11,1,527.2,6.269474999863032,0.6931471805599453,0
12480,28,4,3281.63,8.096400209353131,1.6094379124341003,1
12481,23,10,5596.32,8.630043190742814,2.3978952727983707,1
12483,17,8,2484.98,7.818422226986002,2.1972245773362196,1
12484,33,6,4541.72,8.421281230578023,1.9459101490553132,1
12488,10,3,1298.66,7.169857970780942,1.3862943611198906,0
12489,336,1,334.93,5.816902804925467,0.6931471805599453,2
12490,5,10,5417.93,8.597653657970227,2.3978952727983707,1
12491,39,1,460.40000000000003,6.134265345739653,0.6931471805599453,0
12492,63,2,263.21000000000004,5.5767442414854775,1.0986122886681098,0
12493,166,2,433.74,6.0747481512447195,1.0986122886681098,2
12494,16,7,1246.1000000000001,7.128576134926702,2.0794415416798357,1
12497,82,1,1043.1,6.950910549296065,0.6931471805599453,0
12498,21,3,403.70000000000005,6.00314605188182,1.3862943611198906,0
12500,23,11,4257.82,8.356747405587967,2.4849066497880004,1
12501,337,1,2169.39,7.682662153888476,0.6931471805599453,2
12502,96,5,3723.87,8.222787230875806,1.791759469228055,1
12504,18,2,482.04999999999995,6.180120167963518,1.0986122886681098,0
12506,233,1,73.5,4.310799125385514,0.6931471805599453,2
12507,134,3,1304.81,7.174578816863813,1.3862943611198906,0
12508,26,2,398.27,5.989637879766574,1.0986122886681098,0
12509,284,1,176.5,5.178970608915471,0.6931471805599453,2
12510,143,2,982.5699999999999,6.8911888096735625,1.0986122886681098,0
12512,66,2,138.03,4.9346897371814515,1.0986122886681098,0
12513,113,1,612.29,6.418837907265026,0.6931471805599453,0
12514,267,1,1017.68,6.926262950537876,0.6931471805599453,2
12515,353,1,383.7,5.95246380975825,0.6931471805599453,2
12516,78,2,1312.06,7.180115570136106,1.0986122886681098,0
12517,28,5,2502.84,7.825580832414862,1.791759469228055,1
12518,1,5,2056.89,7.629436465014086,1.791759469228055,1
12519,64,1,340.84,5.83434279133577,0.6931471805599453,0
12520,79,5,2634.26,7.876737127834484,1.791759469228055,1
12521,143,1,599.68,6.39806234681208,0.6931471805599453,0
12522,39,2,192.72,5.266413817535028,1.0986122886681098,0
12523,19,11,1789.77,7.490400973937009,2.4849066497880004,1
12524,9,8,4485.72,8.408877201532766,2.1972245773362196,1
12526,1,3,1316.66,7.183612715167257,1.3862943611198906,0
12527,82,3,348.71000000000004,5.857104239599851,1.3862943611198906,0
12528,9,6,1933.48,7.567593835498341,1.9459101490553132,1
12530,60,4,1662.28,7.416546835435133,1.6094379124341003,1
12531,15,1,125.22,4.838026416156094,0.6931471805599453,0
12532,30,1,349.83000000000004,5.860301775655642,0.6931471805599453,0
12534,131,1,1089.18,6.9940980992041535,0.6931471805599453,0
12535,92,2,716.35,6.575563866544399,1.0986122886681098,0
12536,43,3,12601.830000000002,9.441676670894656,1.3862943611198906,1
12538,29,1,363.95,5.899760357897641,0.6931471805599453,0
12539,22,4,5568.35,8.625033629522884,1.6094379124341003,1
12540,20,17,13400.24,9.503102518971122,2.8903717578961645,1
12541,30,3,981.18,6.889774590946187,1.3862943611198906,0
12544,36,1,372.7,5.923453336491439,0.6931471805599453,0
12545,75,2,1000.39,6.9091443138264115,1.0986122886681098,0
12546,47,2,1161.5,7.058328137461511,1.0986122886681098,0
12547,198,2,207.79999999999998,5.341376856008484,1.0986122886681098,2
12548,166,1,95.19999999999999,4.566429357671661,0.6931471805599453,2
12550,79,1,964.83,6.872987835288763,0.6931471805599453,0
12551,358,1,168.0,5.1298987149230735,0.6931471805599453,2
12552,39,2,437.82,6.084089306213804,1.0986122886681098,0
12553,8,10,3692.28,8.214270231095687,2.3978952727983707,1
12556,50,2,603.71,6.404749004268278,1.0986122886681098,0
12557,16,5,11990.960000000001,9.391991704219834,1.791759469228055,1
12558,8,1,269.96,5.601971208509516,0.6931471805599453,0
12559,311,2,561.71,6.33276439774036,1.0986122886681098,2
12560,5,3,2134.01,7.666226609492505,1.3862943611198906,1
12561,303,1,238.85,5.480013727948073,0.6931471805599453,2
12562,8,7,3781.7400000000002,8.23820389374878,2.0794415416798357,1
12564,261,1,456.9,6.12665081966305,0.6931471805599453,2
12565,289,1,145.92,4.989888220951467,0.6931471805599453,2
12566,86,1,351.65,5.865476063654188,0.6931471805599453,0
12567,23,10,9401.28,9.148707492038316,2.3978952727983707,1
12569,2,32,4124.69,8.324988557507531,3.4965075614664802,1
12571,40,2,519.61,6.255001200981438,1.0986122886681098,0
12572,9,2,1020.42,6.928949094989139,1.0986122886681098,0
12573,227,1,160.54000000000002,5.08475279001415,0.6931471805599453,2
12574,316,1,218.45,5.391124416134243,0.6931471805599453,2
12576,36,5,1315.83,7.182982612166326,1.791759469228055,1
12577,35,3,657.8,6.490419998303485,1.3862943611198906,0
12578,21,2,2794.51,7.935769837637909,1.0986122886681098,0
12579,78,1,440.42,6.0899968031722285,0.6931471805599453,0
12580,247,1,415.7,6.032366538428407,0.6931471805599453,2
12581,40,1,197.71,5.291846475417725,0.6931471805599453,0
12582,239,2,511.36,6.239027502962935,1.0986122886681098,2
12583,3,15,7281.38,8.89321301083995,2.772588722239781,1
12584,4,9,2338.15,7.757542894498013,2.302585092994046,1
12585,234,2,2040.1,7.621244157199997,1.0986122886681098,2
12586,17,1,196.94000000000003,5.2879639544685455,0.6931471805599453,0
12587,8,1,144.0,4.976733742420574,0.6931471805599453,0
12588,39,1,214.89999999999998,5.3748153375207615,0.6931471805599453,0
12589,29,2,646.68,6.473396747218991,1.0986122886681098,0
12590,211,2,9864.26,9.196774773912752,1.0986122886681098,1
12591,317,1,452.84999999999997,6.117766746972636,0.6931471805599453,2
12592,92,2,437.6,6.083587835983788,1.0986122886681098,0
12593,109,3,418.09999999999997,6.038109554931026,1.3862943611198906,0
12594,38,10,3338.2200000000003,8.113492525763553,2.3978952727983707,1
12596,51,2,618.27,6.428541364981557,1.0986122886681098,0
12597,19,4,3811.22,8.245966975595675,1.6094379124341003,1
12598,10,8,3023.08,8.01436219197595,2.1972245773362196,1
12599,29,7,1032.58,6.940783782995926,2.0794415416798357,1
12600,29,10,2599.04,7.863282108506616,2.3978952727983707,1
12601,190,5,577.0600000000001,6.359677669513258,1.791759469228055,2
12602,59,1,153.12,5.037731519757957,0.6931471805599453,0
12603,22,1,739.1999999999999,6.606920419952056,0.6931471805599453,0
12604,79,2,254.18,5.541969178493598,1.0986122886681098,0
12607,60,1,1579.51,7.3655028587473295,0.6931471805599453,0
12609,78,3,1126.85,7.0280684444921455,1.3862943611198906,0
12610,23,5,2099.54,7.6499497335130995,1.791759469228055,1
12611,52,1,1193.32,7.085332264745334,0.6931471805599453,0
12612,74,1,704.0400000000001,6.558254538791405,0.6931471805599453,0
12613,57,5,3344.38,8.115335568501695,1.791759469228055,1
12614,278,1,315.6,5.757639147446912,0.6931471805599453,2
12615,2,4,2291.19,7.73726297143202,1.6094379124341003,1
12616,95,2,713.3,6.571303042160927,1.0986122886681098,0
12617,29,1,355.53,5.876418387786464,0.6931471805599453,0
12618,22,1,177.31,5.183523608545955,0.6931471805599453,0
12619,16,9,3641.24,8.200354155974704,2.302585092994046,1
12620,15,3,1339.41,7.20073081629489,1.3862943611198906,0
12621,2,20,13689.67,9.524469857917655,3.044522437723423,1
12622,232,1,180.1,5.199049364889368,0.6931471805599453,2
12623,276,1,305.1,5.723911845951367,0.6931471805599453,2
12624,106,2,641.13,6.464790775403018,1.0986122886681098,0
12625,212,2,2683.82,7.895368965589599,1.0986122886681098,2
12626,23,9,6620.48,8.798074188898816,2.302585092994046,1
12627,11,7,4478.53,8.407273409191232,2.0794415416798357,1
12628,4,3,786.46,6.668812575758953,1.3862943611198906,0
12630,10,2,1270.88,7.1482513998271635,1.0986122886681098,0
12631,57,1,640.5,6.463809184055691,0.6931471805599453,0
12633,59,4,2163.98,7.6801664025186325,1.6094379124341003,1
12635,90,2,1689.18,7.432590311121191,1.0986122886681098,0
12637,67,8,6021.9,8.70332414988414,2.1972245773362196,1
12638,33,1,671.69,6.511284599453549,0.6931471805599453,0
12639,239,1,486.1,6.188469440812497,0.6931471805599453,2
12640,24,3,1174.58,7.06951692181073,1.3862943611198906,0
12641,115,1,185.9,5.230573714461517,0.6931471805599453,0
12642,25,3,1013.26,6.9219145615400475,1.3862943611198906,0
12643,128,6,3344.64,8.11541328460481,1.9459101490553132,1
12644,130,1,477.91,6.171512688316606,0.6931471805599453,0
12645,34,4,1775.18,7.482220269767765,1.6094379124341003,1
12646,5,2,1346.97,7.206355036031724,1.0986122886681098,0
12647,22,12,3722.82,8.222505302105255,2.5649493574615367,1
12648,155,1,318.05,5.765347830314356,0.6931471805599453,2
12649,107,3,623.51,6.4369673422476765,1.3862943611198906,0
12650,3,1,314.44,5.753968489569372,0.6931471805599453,0
12651,335,1,114.0,4.74493212836325,0.6931471805599453,2
12652,331,1,919.98,6.82543832049292,0.6931471805599453,2
12653,149,2,2209.85,7.701132335950876,1.0986122886681098,0
12654,11,5,601.98,6.401884028681278,1.791759469228055,0
12656,17,5,4051.17,8.30700781907883,1.791759469228055,1
12657,11,4,1643.18,7.4049970586737315,1.6094379124341003,1
12658,19,1,686.05,6.532407069777784,0.6931471805599453,0
12659,30,1,91.68,4.529152699564175,0.6931471805599453,0
12660,11,1,245.1,5.50573795739701,0.6931471805599453,0
12662,1,11,3849.78,8.256031004164345,2.4849066497880004,1
12664,8,9,4881.88,8.49349048870337,2.302585092994046,1
12665,325,1,63.0,4.1588830833596715,0.6931471805599453,2
12667,58,1,620.13,6.431540399799522,0.6931471805599453,0
12668,12,4,3807.15,8.244898785891763,1.6094379124341003,1
12669,151,3,2744.0299999999997,7.917547282845659,1.3862943611198906,1
12670,10,5,2996.05,8.005383750527514,1.791759469228055,1
12672,330,1,225.89999999999998,5.424509391785796,0.6931471805599453,2
12673,5,2,610.52,6.415947661051908,1.0986122886681098,0
12674,39,4,1970.6,7.586600674831223,1.6094379124341003,1
12676,25,6,1331.39,7.194729601037682,1.9459101490553132,1
12678,42,12,17628.46,9.777326645314199,2.5649493574615367,1
12679,59,4,1113.02,7.015730373647435,1.6094379124341003,0
12680,1,4,862.81,6.761352837213469,1.6094379124341003,0
12681,15,22,13787.54,9.531593091360708,3.1354942159291497,1
12682,4,31,12288.22,9.416477734313304,3.4657359027997265,1
12683,4,15,8476.57,9.045179131116987,2.772588722239781,1
12684,8,7,2283.63,7.733959364615189,2.0794415416798357,1
12685,28,6,2863.08,7.960002460651312,1.9459101490553132,1
12686,372,1,89.14,4.501364017262502,0.6931471805599453,2
12688,114,1,4873.8099999999995,8.491836408313453,0.6931471805599453,0
12689,26,2,1247.61,7.1297862115656185,1.0986122886681098,0
12690,206,1,389.01,5.966172379820607,0.6931471805599453,2
12691,28,6,1035.8,6.94389432559801,1.9459101490553132,1
12693,127,4,855.91,6.753332895580138,1.6094379124341003,0
12694,70,2,869.67,6.769263030204804,1.0986122886681098,0
12695,7,4,582.1,6.368358698228111,1.6094379124341003,0
12697,29,3,957.59,6.865463454791294,1.3862943611198906,0
12700,8,4,4939.99,8.505320994961897,1.6094379124341003,1
12701,80,2,797.71,6.682997926190526,1.0986122886681098,0
12702,20,1,219.0,5.393627546352362,0.6931471805599453,0
12703,71,1,283.55,5.650908985049133,0.6931471805599453,0
12704,7,8,2340.84,7.758692224146705,2.1972245773362196,1
12705,15,9,6868.29,8.834816031986259,2.302585092994046,1
12707,292,1,603.42,6.404269320519532,0.6931471805599453,2
12708,30,10,2712.91,7.906145678459555,2.3978952727983707,1
12709,15,15,9736.52,9.18374174409217,2.772588722239781,1
12710,97,3,1149.02,7.047534612510416,1.3862943611198906,0
12712,29,13,4396.13,8.388707334356674,2.6390573296152584,1
12713,1,1,848.55,6.744706797531768,0.6931471805599453,0
12714,9,5,4708.86,8.45741346257719,1.791759469228055,1
12715,106,1,353.86,5.871723345495433,0.6931471805599453,0
12716,4,2,1053.49,6.960812516706486,1.0986122886681098,0
12717,151,2,1030.98,6.939234566008755,1.0986122886681098,0
12718,71,1,238.25,5.477509030333064,0.6931471805599453,0
12719,5,2,644.95,6.47072210140631,1.0986122886681098,0
12720,3,25,5781.73,8.662631168498326,3.258096538021482,1
12721,32,6,2656.13,7.885001871924596,1.9459101490553132,1
12722,85,4,997.63,6.906384339674138,1.6094379124341003,0
12723,4,5,725.07,6.587646428909591,1.791759469228055,0
12724,5,4,1031.41,6.9396511539657,1.6094379124341003,0
12725,371,1,427.8,6.060990609756592,0.6931471805599453,2
12726,28,7,2609.1,7.867143813759015,2.0794415416798357,1
12727,11,7,3980.7,8.2894641427604,2.0794415416798357,1
12728,71,4,836.33,6.7302182580203365,1.6094379124341003,0
12729,114,1,453.01,6.118119224230488,0.6931471805599453,0
12731,24,12,18895.91,9.846753695617958,2.5649493574615367,1
12732,180,1,236.26000000000002,5.469156586232957,0.6931471805599453,2
12733,234,1,383.95,5.953113455724059,0.6931471805599453,2
12734,353,1,110.39999999999999,4.713127327493184,0.6931471805599453,2
12735,315,2,779.5699999999999,6.660024422032584,1.0986122886681098,2
12736,333,1,234.0,5.459585514144159,0.6931471805599453,2
12738,372,1,155.35,5.05209708390385,0.6931471805599453,2
12739,78,2,1013.04,6.921697631104842,1.0986122886681098,0
12740,64,1,427.6,6.060524083039477,0.6931471805599453,0
12743,134,2,546.43,6.305234599635373,1.0986122886681098,0
12744,52,7,21279.29,9.965536571182271,2.0794415416798357,1
12747,2,11,4196.01,8.342127645985029,2.4849066497880004,1
12748,1,210,33719.73,10.425868060754532,5.351858133476067,1
12749,4,5,4090.88,8.316759801128319,1.791759469228055,1
12750,129,1,275.88,5.623584199327089,0.6931471805599453,0
12752,81,1,4366.78,8.38201014985595,0.6931471805599453,0
12753,23,6,21429.39,9.972565287088774,1.9459101490553132,1
12754,236,3,3010.74,8.010273263812737,1.3862943611198906,2
12755,281,2,3811.95,8.246158446737232,1.0986122886681098,2
12756,87,1,112.07999999999998,4.72809553282539,0.6931471805599453,0
12757,16,13,7857.1,8.969300125921881,2.6390573296152584,1
12758,117,2,2791.59,7.934724759609325,1.0986122886681098,0
12759,52,3,1531.44,7.334616515331031,1.3862943611198906,0
12762,8,2,1898.52,7.549356501658852,1.0986122886681098,0
12763,138,2,494.08,6.204719365671822,1.0986122886681098,0
12764,317,1,1693.88,7.435367220848186,0.6931471805599453,2
12766,4,7,6989.63,8.852325959921869,2.0794415416798357,1
12769,239,1,1143.6,7.042810509975002,0.6931471805599453,2
12770,211,1,1351.45,7.209673041460572,0.6931471805599453,2
12772,60,1,892.47,6.795112758210396,0.6931471805599453,0
12775,17,5,1386.04,7.23492725912033,1.791759469228055,1
12778,20,6,822.23,6.713235627004493,1.9459101490553132,1
12779,38,8,3981.36,8.289629887368429,2.1972245773362196,1
12781,64,2,826.74,6.718699095412067,1.0986122886681098,0
12782,5,5,2330.92,7.754447241564618,1.791759469228055,1
12783,2,6,2225.91,7.708370253328926,1.9459101490553132,1
12784,9,2,574.42,6.355100208942306,1.0986122886681098,0
12785,364,1,311.95,5.74604343337071,0.6931471805599453,2
12787,10,3,463.66,6.141305955347142,1.3862943611198906,0
12789,65,1,91.85,4.530985287798715,0.6931471805599453,0
12790,192,1,324.92,5.786651952478496,0.6931471805599453,2
12791,374,1,192.60000000000002,5.265794174842477,0.6931471805599453,2
12792,257,1,400.53999999999996,5.995307154825432,0.6931471805599453,2
12793,335,2,545.48,6.303497710423594,1.0986122886681098,2
12794,53,2,860.41,6.758570581561217,1.0986122886681098,0
12795,19,1,430.48,6.067221159507229,0.6931471805599453,0
12797,366,1,254.03,5.541381185297377,0.6931471805599453,2
12798,10,3,6977.04,8.85052335403181,1.3862943611198906,1
12802,187,1,427.58,6.060477418394936,0.6931471805599453,2
12808,37,3,483.65000000000003,6.183426980938617,1.3862943611198906,0
12809,178,1,489.31,6.1950378441253156,0.6931471805599453,2
12811,261,3,514.85,6.245816025546385,1.3862943611198906,2
12812,45,1,229.64000000000001,5.440858053330147,0.6931471805599453,0
12814,102,1,125.92,4.843556966714995,0.6931471805599453,0
12815,148,2,1063.46,6.970222907300612,1.0986122886681098,0
12816,96,2,572.2,6.351234695954017,1.0986122886681098,0
12817,281,1,166.04,5.118233304694274,0.6931471805599453,2
12818,262,1,1542.08,7.341535698070348,0.6931471805599453,2
12820,3,4,942.34,6.849426769082011,1.6094379124341003,0
12821,214,1,92.72,4.540311613639595,0.6931471805599453,2
12822,71,2,948.88,6.856335660826602,1.0986122886681098,0
12823,75,5,1759.5,7.473353138595107,1.791759469228055,1
12824,60,1,397.12,5.986753467377863,0.6931471805599453,0
12826,3,7,1474.72,7.296901285267718,2.0794415416798357,1
12827,6,3,430.15000000000003,6.066456057398334,1.3862943611198906,0
12828,3,6,1018.71,6.927273552128017,1.9459101490553132,1
12829,337,2,293.0,5.683579767338681,1.0986122886681098,2
12830,38,6,6814.64,8.826975250212882,1.9459101490553132,1
12831,262,1,215.05,5.3755098623779425,0.6931471805599453,2
12832,32,2,383.03,5.950720674536128,1.0986122886681098,0
12833,145,1,417.38,6.0363901104609745,0.6931471805599453,0
12834,283,1,312.38,5.7474165116762626,0.6931471805599453,2
12836,59,4,2612.86,7.868583334984023,1.6094379124341003,1
12837,173,1,134.1,4.906015244966153,0.6931471805599453,2
12838,34,2,683.13,6.528147958043258,1.0986122886681098,0
12839,3,14,5591.42,8.629167388389371,2.70805020110221,1
12840,144,4,2726.77,7.911239704558553,1.6094379124341003,1
12841,5,25,4022.35,8.299870167916959,3.258096538021482,1
12842,70,2,1118.99,7.0210750356778515,1.0986122886681098,0
12843,66,8,1702.26,7.440299340765267,2.1972245773362196,1
12844,29,2,325.96000000000004,5.789837839256022,1.0986122886681098,0
12845,267,4,354.09,5.8723712784711255,1.6094379124341003,2
12847,22,1,871.54,6.771408498297926,0.6931471805599453,0
12849,31,2,1050.8899999999999,6.958343825092948,1.0986122886681098,0
12851,97,1,135.18,4.9139775400548205,0.6931471805599453,0
12852,295,1,311.55,5.744764456377822,0.6931471805599453,2
12853,135,6,1957.1000000000001,7.579729894309281,1.9459101490553132,1
12854,79,3,1324.5,7.18954502572908,1.3862943611198906,0
12855,373,1,38.1,3.66612246699132,0.6931471805599453,2
12856,8,6,2179.93,7.687506670317465,1.9459101490553132,1
12857,211,2,1106.4,7.009770204388867,1.0986122886681098,2
12863,52,1,521.2,6.258050656265029,0.6931471805599453,0
12864,138,1,147.12,4.998022756045412,0.6931471805599453,2
12865,26,2,1568.23,7.358340332174572,1.0986122886681098,0
12866,283,1,559.12,6.3281510464875765,0.6931471805599453,2
12867,26,7,4036.82,8.30346022135619,2.0794415416798357,1
12868,186,6,1607.0600000000002,7.3827837624756185,1.9459101490553132,1
12871,84,2,380.64,5.9444777558836455,1.0986122886681098,0
12872,327,2,599.97,6.398545016483998,1.0986122886681098,2
12873,282,1,374.0,5.926926025970411,0.6931471805599453,2
12875,143,2,343.2300000000001,5.841310038608051,1.0986122886681098,0
12876,58,2,2218.02,7.704820935960926,1.0986122886681098,0
12877,4,12,1535.77,7.337438090181038,2.5649493574615367,1
12878,236,2,854.99,6.752258693830513,1.0986122886681098,2
12879,45,3,573.22,6.353012598149689,1.3862943611198906,0
12881,276,1,298.0,5.700443573390687,0.6931471805599453,2
12882,9,2,1463.04,7.288955016552379,1.0986122886681098,0
12883,25,4,703.47,6.5574457470395595,1.6094379124341003,0
12884,88,1,309.05,5.736733574795887,0.6931471805599453,0
12885,63,3,1175.22,7.0700611857921905,1.3862943611198906,0
12886,68,2,1378.4,7.229403900997191,1.0986122886681098,0
12888,214,2,354.12,5.87245576052578,1.0986122886681098,2
12890,24,1,380.46999999999997,5.944032210673093,0.6931471805599453,0
12891,186,3,331.0,5.805134968916488,1.3862943611198906,2
12893,31,1,188.14,5.242487481587366,0.6931471805599453,0
12895,42,2,372.8,5.923720895021463,1.0986122886681098,0
12897,205,2,216.5,5.382198850528739,1.0986122886681098,2
12901,9,28,17654.54,9.778804894130932,3.367295829986474,1
12902,265,1,138.68,4.939354092091292,0.6931471805599453,2
12904,18,2,509.58,6.235547334435847,1.0986122886681098,0
12906,12,5,2919.81,7.979616254055095,1.791759469228055,1
12908,176,2,750.0,6.621405651764134,1.0986122886681098,2
12909,40,5,2178.67,7.686928768177821,1.791759469228055,1
12910,23,8,3075.04,8.031398334442155,2.1972245773362196,1
12912,3,5,1662.3,7.416558859796489,1.791759469228055,1
12913,5,5,2483.63,7.817879034084852,1.791759469228055,1
12915,149,2,363.65,5.898937989430242,1.0986122886681098,0
12916,139,4,3006.15,8.008748065349305,1.6094379124341003,1
12917,128,1,594.0,6.38856140554563,0.6931471805599453,0
12919,8,6,1335.19,7.197577559553778,1.9459101490553132,1
12920,17,1,164.23,5.1073384426629,0.6931471805599453,0
12921,9,37,16587.09,9.716440246960428,3.6375861597263857,1
12922,161,1,405.38,6.007288682454868,0.6931471805599453,2
12923,64,1,176.97,5.181614996761894,0.6931471805599453,0
12924,88,4,933.7,6.840225622188537,1.6094379124341003,0
12925,5,2,694.05,6.5439837854231016,1.0986122886681098,0
